date,logret
2000-01-04,-0.05714601734740299
2000-01-05,-0.006208835575028715
2000-01-06,-0.039562472966526485
2000-01-07,0.04087174461772847
2000-01-10,0.04212516335967287
2000-01-11,-0.03224021280586342
2000-01-12,-0.018316816055190088
2000-01-13,0.027460873467415325
2000-01-14,0.026694928250977412
2000-01-18,0.016239377952512513
2000-01-19,0.004945610888707819
2000-01-20,0.009164587320704243
2000-01-21,0.010894025545457708
2000-01-24,-0.0334473137206075
2000-01-25,0.017264339352481173
2000-01-26,-0.023673912629401883
2000-01-27,-0.007485074936935732
2000-01-28,-0.03848011161434606
2000-01-31,0.01361389859404305
2000-02-01,0.02793606908449675
2000-02-02,0.005409844087816751
2000-02-03,0.03307990525691196
2000-02-04,0.007843845103939984
2000-02-07,0.018125804915687382
2000-02-08,0.024170045590569345
2000-02-09,-0.014620136308446163
2000-02-10,0.027663973381947926
2000-02-11,-0.02030896833896456
2000-02-14,0.005241584357143836
2000-02-15,0.0005023497134590826
2000-02-16,0.0015550537292874367
2000-02-17,0.027020877766842588
2000-02-18,-0.030620602386409956
2000-02-22,-0.006736570293380595
2000-02-23,0.03766712267815109
2000-02-24,0.014686121551664044
2000-02-25,-0.005896945924527941
2000-02-28,-0.0027594736754394944
2000-02-29,0.025628515890874226
2000-03-01,0.018435762429691138
2000-03-02,-0.006200163276309567
2000-03-03,0.033155442315933925
2000-03-06,-0.002024502866266431
2000-03-07,-0.0116913187288894
2000-03-08,0.010142604492006768
2000-03-09,0.030090423449262715
2000-03-10,0.0003487211955235381
2000-03-13,-0.028403248434411665
2000-03-14,-0.041739585293612436
2000-03-15,-0.026701215559581826
2000-03-16,0.028984796995093376
2000-03-17,0.0169705247141394
2000-03-20,-0.03999837724107458
2000-03-21,0.02181671262740359
2000-03-22,0.031970757220166846
2000-03-23,0.015473450829388113
2000-03-24,0.004527620343699468
2000-03-27,-0.0009010102080964089
2000-03-28,-0.025463832997360214
2000-03-29,-0.03993124603554321
2000-03-30,-0.041044718202064345
2000-03-31,0.025456695762185788
2000-04-03,-0.07942545877185303
2000-04-04,-0.017865966036753278
2000-04-05,0.004888157946087546
2000-04-06,0.023313229585792072
2000-04-07,0.041063819848933036
2000-04-10,-0.05983497492663403
2000-04-11,-0.0320985069188886
2000-04-12,-0.07319576475480716
2000-04-13,-0.024939445207248667
2000-04-14,-0.10168410367409919
2000-04-17,0.0635361125801861
2000-04-18,0.06941816024281167
2000-04-19,-0.023243816822514418
2000-04-20,-0.01701471358918205
2000-04-24,-0.045304337803983685
2000-04-25,0.06361867475251337
2000-04-26,-0.0221058872291664
2000-04-27,0.03888593823358555
2000-04-28,0.022694726747706895
2000-05-01,0.02492094839178982
2000-05-02,-0.044594321662323466
2000-05-03,-0.02085819522995358
2000-05-04,0.00348161765767685
2000-05-05,0.025629453399668378
2000-05-08,-0.03939495457901465
2000-05-09,-0.023261412356678335
2000-05-10,-0.05748713242266135
2000-05-11,0.033368849869573225
2000-05-12,0.008388579516482864
2000-05-15,0.022025000638446812
2000-05-16,0.030013683648027367
2000-05-17,-0.01972486667520279
2000-05-18,-0.029583137831544093
2000-05-19,-0.04281436318696663
2000-05-22,-0.007754725493329673
2000-05-23,-0.0611822734122871
2000-05-24,0.03296566387651012
2000-05-25,-0.020155225453949654
2000-05-26,-7.487457274812925e-05
2000-05-30,0.07637183843970874
2000-05-31,-0.017075266085459617
2000-06-01,0.052017863693601285
2000-06-02,0.0624550235200978
2000-06-05,0.0021951478129071944
2000-06-06,-0.017257955309686324
2000-06-07,0.021826545495779115
2000-06-08,-0.003574765131844515
2000-06-09,0.012799517205206001
2000-06-12,-0.027983946560205197
2000-06-13,0.02182800254265871
2000-06-14,-0.014029218035544133
2000-06-15,0.012646807378420277
2000-06-16,0.0038462262137404224
2000-06-19,0.03293637720711473
2000-06-20,0.00588017941599972
2000-06-21,0.01254135083119401
2000-06-22,-0.03179177992636717
2000-06-23,-0.023516344947090317
2000-06-26,0.01721740807114891
2000-06-27,-0.013681749504135254
2000-06-28,0.02086932930869345
2000-06-29,-0.016146060196762235
2000-06-30,0.02266481644031515
2000-07-03,0.00648901354911402
2000-07-05,-0.032804810855989075
2000-07-06,0.02491797631707726
2000-07-07,0.015689622176948248
2000-07-10,-0.010722902961518344
2000-07-11,-0.006015134552480816
2000-07-12,0.03554737437137945
2000-07-13,0.018193861461980987
2000-07-14,0.016939004561994153
2000-07-17,0.0066870915301358025
2000-07-18,-0.023072923100155407
2000-07-19,-0.029527954697195824
2000-07-20,0.03129556466790362
2000-07-21,-0.021769188796156413
2000-07-24,-0.027956155181529496
2000-07-25,0.011983456435004314
2000-07-26,-0.010440055822300565
2000-07-27,-0.03716670953097889
2000-07-28,-0.04777043832838501
2000-07-31,0.027993787684948757
2000-08-01,-0.021864637877595072
2000-08-02,-0.00736935044182907
2000-08-03,0.02734472766880991
2000-08-04,0.007282223988191561
2000-08-07,0.01977225767193147
2000-08-08,-0.003745025821054071
2000-08-09,0.001285359565830646
2000-08-10,-0.024565531009359987
2000-08-11,0.007809864669241051
2000-08-14,0.015766450461132564
2000-08-15,0.0005115910284718694
2000-08-16,0.0024738019610843764
2000-08-17,0.020423537507133105
2000-08-18,-0.002675582357561268
2000-08-21,0.005786746259069275
2000-08-22,0.0012791882485903017
2000-08-23,0.013251189359653637
2000-08-24,0.01048335475318396
2000-08-25,-0.0026186156464689248
2000-08-28,0.006880152214861823
2000-08-29,0.002840716949259914
2000-08-30,0.005287134144152716
2000-08-31,0.024679486711947973
2000-09-01,0.006629817117362435
2000-09-05,-0.021761477251839523
2000-09-06,-0.03183981711545236
2000-09-07,0.020960643273367552
2000-09-08,-0.029702257617111982
2000-09-11,-0.020841977358855956
2000-09-12,-0.012094372528366648
2000-09-13,0.011462760366740099
2000-09-14,0.005115496370303063
2000-09-15,-0.020294724893803462
2000-09-18,-0.028754574319965087
2000-09-19,0.036652401625305586
2000-09-20,0.008192683155760605
2000-09-21,-0.017750161212013893
2000-09-22,-0.006579697324230693
2000-09-25,-0.01657830016604045
2000-09-26,-0.014029201275524983
2000-09-27,-0.008930831863219524
2000-09-28,0.03282776401215948
2000-09-29,-0.028319706497875075
2000-10-02,-0.028702380287599638
2000-10-03,-0.0321947151755424
2000-10-04,0.019278629050470286
2000-10-05,-0.014581685221685348
2000-10-06,-0.032518099403572975
2000-10-09,-0.001622837940344013
2000-10-10,-0.03487869437085145
2000-10-11,-0.022484864011071082
2000-10-12,-0.030054322057122107
2000-10-13,0.07579061511490615
2000-10-16,-0.008018747241607116
2000-10-17,-0.023468866909833963
2000-10-18,-0.013280210652720115
2000-10-19,0.07500754022575329
2000-10-20,0.018703015863339445
2000-10-23,-0.004157170795995313
2000-10-24,-0.014197827070573155
2000-10-25,-0.05723013449883929
2000-10-26,0.013107385957127349
2000-10-27,0.0018869215600822997
2000-10-30,-0.02688366872694914
2000-10-31,0.054343249879856614
2000-11-01,-0.010813139318809561
2000-11-02,0.028284739808478676
2000-11-03,0.006557608091704026
2000-11-06,-0.010300381843435957
2000-11-07,-0.00012292794951029862
2000-11-08,-0.055400510603311304
2000-11-09,-0.009748090120435648
2000-11-10,-0.05503098194292377
2000-11-13,-0.020772271834681
2000-11-14,0.05621474333670928
2000-11-15,0.008636159955409894
2000-11-16,-0.043125008344697235
2000-11-17,-0.0015480733772488264
2000-11-20,-0.05135955631596811
2000-11-21,-0.0014581091517662514
2000-11-22,-0.04127623279699222
2000-11-24,0.05267902318110629
2000-11-27,-0.008259486873360977
2000-11-28,-0.05183629908282761
2000-11-29,-0.01030898993169771
2000-11-30,-0.041100178390498066
2000-12-01,0.018065767129241017
2000-12-04,-0.011229851619696696
2000-12-05,0.09963644919506809
2000-12-06,-0.03281867719458198
2000-12-07,-0.015800950309913908
2000-12-08,0.05813538334495849
2000-12-11,0.032929961199481994
2000-12-12,-0.02802668665225827
2000-12-13,-0.03788766360003315
2000-12-14,-0.03396300302779309
2000-12-15,-0.02796282731617694
2000-12-18,-0.010894819295609537
2000-12-19,-0.043934249092621336
2000-12-20,-0.07390307856351086
2000-12-21,0.003141558217542695
2000-12-22,0.07287340966513156
2000-12-26,-0.009380295189806098
2000-12-27,0.01821280656751778
2000-12-28,0.007223698047139848
2000-12-29,-0.034703216569710094
2001-01-02,-0.07506490087032258
2001-01-03,0.1325463760580634
2001-01-04,-0.019238432924753468
2001-01-05,-0.0640205774824496
2001-01-08,-0.0048838693777568665
2001-01-09,0.01876344620406112
2001-01-10,0.03338552611606982
2001-01-11,0.045078598405476455
2001-01-12,-0.005342667420353386
2001-01-16,-0.0030314133081095207
2001-01-17,0.024232833134361087
2001-01-18,0.031448460444516435
2001-01-19,0.0006824109230878506
2001-01-22,-0.004511337977911367
2001-01-23,0.029468214241472168
2001-01-24,0.006583014836064827
2001-01-25,-0.037368267632369445
2001-01-26,0.009762385781781902
2001-01-29,0.02030094335075372
2001-01-30,3.526620371729905e-06
2001-01-31,-0.023390544448880668
2001-02-01,0.0036216482180986276
2001-02-02,-0.04493996054083027
2001-02-05,-0.006520002202375252
2001-02-06,0.008018593181292388
2001-02-07,-0.02149801654235972
2001-02-08,-0.01770300421699922
2001-02-09,-0.03620087103116987
2001-02-12,0.007535345423662854
2001-02-13,-0.025193586438802207
2001-02-14,0.02589222904498012
2001-02-15,0.02438908829386932
2001-02-16,-0.05124568573950672
2001-02-20,-0.04513239694964444
2001-02-21,-0.02154303162056692
2001-02-22,-0.010625049993206126
2001-02-23,0.007787134524497752
2001-02-26,0.020123142176948328
2001-02-27,-0.044592328649880386
2001-02-28,-0.0256869551120813
2001-03-01,0.014550929200980889
2001-03-02,-0.030572124931023126
2001-03-05,0.011871865019848826
