DATE,vix,nfci,stlfsi
2018-03-06,18.36,,
2018-03-07,17.76,,
2018-03-08,16.54,,
2018-03-09,14.64,-0.515,-0.0936
2018-03-12,15.78,,
2018-03-13,16.35,,
2018-03-14,17.23,,
2018-03-15,16.59,,
2018-03-16,15.8,-0.505,-0.0199
2018-03-19,19.02,,
2018-03-20,18.2,,
2018-03-21,17.86,,
2018-03-22,23.34,,
2018-03-23,24.87,-0.497,0.2585
2018-03-26,21.03,,
2018-03-27,22.5,,
2018-03-28,22.87,,
2018-03-29,19.97,,
2018-03-30,,-0.496,0.3453
2018-04-02,23.62,,
2018-04-03,21.1,,
2018-04-04,20.06,,
2018-04-05,18.94,,
2018-04-06,21.49,-0.5,0.3413
2018-04-09,21.77,,
2018-04-10,20.47,,
2018-04-11,20.24,,
2018-04-12,18.49,,
2018-04-13,17.41,-0.51,0.1404
2018-04-16,16.56,,
2018-04-17,15.25,,
2018-04-18,15.6,,
2018-04-19,15.96,,
2018-04-20,16.88,-0.524,-0.0649
2018-04-23,16.34,,
2018-04-24,18.02,,
2018-04-25,17.84,,
2018-04-26,16.24,,
2018-04-27,15.41,-0.538,-0.0316
2018-04-30,15.93,,
2018-05-01,15.49,,
2018-05-02,15.97,,
2018-05-03,15.9,,
2018-05-04,14.77,-0.55,0.0097
2018-05-07,14.75,,
2018-05-08,14.71,,
2018-05-09,13.42,,
2018-05-10,13.23,,
2018-05-11,12.65,-0.559,-0.2357
2018-05-14,12.93,,
2018-05-15,14.63,,
2018-05-16,13.42,,
2018-05-17,13.43,,
2018-05-18,13.42,-0.564,-0.2981
2018-05-21,13.08,,
2018-05-22,13.22,,
2018-05-23,12.58,,
2018-05-24,12.53,,
2018-05-25,13.22,-0.564,-0.2257
2018-05-29,17.02,,
2018-05-30,14.94,,
2018-05-31,15.43,,
2018-06-01,13.46,-0.559,0.0728
2018-06-04,12.74,,
2018-06-05,12.4,,
2018-06-06,11.64,,
2018-06-07,12.13,,
2018-06-08,12.18,-0.553,-0.3931
2018-06-11,12.35,,
2018-06-12,12.34,,
2018-06-13,12.94,,
2018-06-14,12.12,,
2018-06-15,11.98,-0.547,-0.338
2018-06-18,12.31,,
2018-06-19,13.35,,
2018-06-20,12.79,,
2018-06-21,14.64,,
2018-06-22,13.77,-0.541,-0.2692
2018-06-25,17.33,,
2018-06-26,15.92,,
2018-06-27,17.91,,
2018-06-28,16.85,,
2018-06-29,16.09,-0.538,-0.056
2018-07-02,15.6,,
2018-07-03,16.14,,
2018-07-05,14.97,,
2018-07-06,13.37,-0.539,-0.1872
2018-07-09,12.69,,
2018-07-10,12.64,,
2018-07-11,13.63,,
2018-07-12,12.58,,
2018-07-13,12.18,-0.544,-0.4162
2018-07-16,12.83,,
2018-07-17,12.06,,
2018-07-18,12.1,,
2018-07-19,12.87,,
2018-07-20,12.86,-0.552,-0.454
2018-07-23,12.62,,
2018-07-24,12.41,,
2018-07-25,12.29,,
2018-07-26,12.14,,
2018-07-27,13.03,-0.561,-0.5411
2018-07-30,14.26,,
2018-07-31,12.83,,
2018-08-01,13.15,,
2018-08-02,12.19,,
2018-08-03,11.64,-0.571,-0.4432
2018-08-06,11.27,,
2018-08-07,10.93,,
2018-08-08,10.85,,
2018-08-09,11.27,,
2018-08-10,13.16,-0.58,-0.5478
2018-08-13,14.78,,
2018-08-14,13.31,,
2018-08-15,14.64,,
2018-08-16,13.45,,
2018-08-17,12.64,-0.587,-0.4404
2018-08-20,12.49,,
2018-08-21,12.86,,
2018-08-22,12.25,,
2018-08-23,12.41,,
2018-08-24,11.99,-0.593,-0.6236
2018-08-27,12.16,,
2018-08-28,12.5,,
2018-08-29,12.25,,
2018-08-30,13.53,,
2018-08-31,12.86,-0.597,-0.6727
2018-09-04,13.16,,
2018-09-05,13.91,,
2018-09-06,14.65,,
2018-09-07,14.88,-0.599,-0.5994
2018-09-10,14.16,,
2018-09-11,13.22,,
2018-09-12,13.14,,
2018-09-13,12.37,,
2018-09-14,12.07,-0.599,-0.7133
2018-09-17,13.68,,
2018-09-18,12.79,,
2018-09-19,11.75,,
2018-09-20,11.8,,
2018-09-21,11.68,-0.596,-0.8137
2018-09-24,12.2,,
2018-09-25,12.42,,
2018-09-26,12.89,,
2018-09-27,12.41,,
2018-09-28,12.12,-0.592,-0.7475
2018-10-01,12.0,,
2018-10-02,12.05,,
2018-10-03,11.61,,
2018-10-04,14.22,,
2018-10-05,14.82,-0.585,-0.7865
2018-10-08,15.69,,
2018-10-09,15.95,,
2018-10-10,22.96,,
2018-10-11,24.98,,
2018-10-12,21.31,-0.575,-0.4413
2018-10-15,21.3,,
2018-10-16,17.62,,
2018-10-17,17.4,,
2018-10-18,20.06,,
2018-10-19,19.89,-0.564,-0.5012
2018-10-22,19.64,,
2018-10-23,20.71,,
2018-10-24,25.23,,
2018-10-25,24.22,,
2018-10-26,24.16,-0.551,-0.2057
2018-10-29,24.7,,
2018-10-30,23.35,,
2018-10-31,21.23,,
2018-11-01,19.34,,
2018-11-02,19.51,-0.536,-0.2208
2018-11-05,19.96,,
2018-11-06,19.91,,
2018-11-07,16.36,,
2018-11-08,16.72,,
2018-11-09,17.36,-0.52,-0.4687
2018-11-12,20.45,,
2018-11-13,20.02,,
2018-11-14,21.25,,
2018-11-15,19.98,,
2018-11-16,18.14,-0.501,-0.0163
2018-11-19,20.1,,
2018-11-20,22.48,,
2018-11-21,20.8,,
2018-11-23,21.52,-0.48,0.0619
2018-11-26,18.9,,
2018-11-27,19.02,,
2018-11-28,18.49,,
2018-11-29,18.79,,
2018-11-30,18.07,-0.46,-0.1399
2018-12-03,16.44,,
2018-12-04,20.74,,
2018-12-06,21.19,,
2018-12-07,23.23,-0.442,0.2168
2018-12-10,22.64,,
2018-12-11,21.76,,
2018-12-12,21.46,,
2018-12-13,20.65,,
2018-12-14,21.63,-0.429,0.272
2018-12-17,24.52,,
2018-12-18,25.58,,
2018-12-19,25.58,,
2018-12-20,28.38,,
2018-12-21,30.11,-0.423,0.5531
2018-12-24,36.07,,
2018-12-26,30.41,,
2018-12-27,29.96,,
2018-12-28,28.34,-0.426,0.6785
2018-12-31,25.42,,
2019-01-02,23.22,,
2019-01-03,25.45,,
2019-01-04,21.38,-0.439,0.3244
2019-01-07,21.4,,
2019-01-08,20.47,,
2019-01-09,19.98,,
2019-01-10,19.5,,
2019-01-11,18.19,-0.458,-0.1741
2019-01-14,19.07,,
2019-01-15,18.6,,
2019-01-16,19.04,,
2019-01-17,18.06,,
2019-01-18,17.8,-0.481,-0.142
2019-01-22,20.8,,
2019-01-23,19.52,,
2019-01-24,18.89,,
2019-01-25,17.42,-0.506,-0.1168
2019-01-28,18.87,,
2019-01-29,19.13,,
2019-01-30,17.66,,
2019-01-31,16.57,,
2019-02-01,16.14,-0.529,-0.1359
2019-02-04,15.73,,
2019-02-05,15.57,,
2019-02-06,15.38,,
2019-02-07,16.37,,
2019-02-08,15.72,-0.55,-0.282
2019-02-11,15.97,,
2019-02-12,15.43,,
2019-02-13,15.65,,
2019-02-14,16.22,,
2019-02-15,14.91,-0.567,-0.3501
2019-02-19,14.88,,
2019-02-20,14.02,,
2019-02-21,14.46,,
2019-02-22,13.51,-0.58,-0.5158
2019-02-25,14.85,,
2019-02-26,15.17,,
2019-02-27,14.7,,
2019-02-28,14.78,,
2019-03-01,13.57,-0.589,-0.5784
2019-03-04,14.63,,
2019-03-05,14.74,,
2019-03-06,15.74,,
2019-03-07,16.59,,
2019-03-08,16.05,-0.595,-0.4591
2019-03-11,14.33,,
2019-03-12,13.77,,
2019-03-13,13.41,,
2019-03-14,13.5,,
2019-03-15,12.88,-0.598,-0.5616
2019-03-18,13.1,,
2019-03-19,13.56,,
2019-03-20,13.91,,
2019-03-21,13.63,,
2019-03-22,16.48,-0.602,-0.5721
2019-03-25,16.33,,
2019-03-26,14.68,,
2019-03-27,15.15,,
2019-03-28,14.43,,
2019-03-29,13.71,-0.605,-0.3057
2019-04-01,13.4,,
2019-04-02,13.36,,
2019-04-03,13.74,,
2019-04-04,13.58,,
2019-04-05,12.82,-0.609,-0.6704
2019-04-08,13.18,,
2019-04-09,14.28,,
2019-04-10,13.3,,
2019-04-11,13.02,,
2019-04-12,12.01,-0.612,-0.6498
2019-04-15,12.32,,
2019-04-16,12.18,,
2019-04-17,12.6,,
2019-04-18,12.09,,
2019-04-19,,-0.614,-0.7698
2019-04-22,12.42,,
2019-04-23,12.28,,
2019-04-24,13.14,,
2019-04-25,13.25,,
2019-04-26,12.73,-0.613,-0.6264
2019-04-29,13.11,,
2019-04-30,13.12,,
2019-05-01,14.8,,
2019-05-02,14.42,,
2019-05-03,12.87,-0.61,-0.6666
2019-05-06,15.44,,
2019-05-07,19.32,,
2019-05-08,19.4,,
2019-05-09,19.1,,
2019-05-10,16.04,-0.603,-0.372
2019-05-13,20.55,,
2019-05-14,18.06,,
2019-05-15,16.44,,
2019-05-16,15.29,,
2019-05-17,15.96,-0.595,-0.3463
2019-05-20,16.31,,
2019-05-21,14.95,,
2019-05-22,14.75,,
2019-05-23,16.92,,
2019-05-24,15.85,-0.588,-0.4688
2019-05-28,17.5,,
2019-05-29,17.9,,
2019-05-30,17.3,,
2019-05-31,18.71,-0.58,-0.1707
2019-06-03,18.86,,
2019-06-04,16.97,,
2019-06-05,16.09,,
2019-06-06,15.93,,
2019-06-07,16.3,-0.575,-0.194
2019-06-10,15.94,,
2019-06-11,15.99,,
2019-06-12,15.91,,
2019-06-13,15.82,,
2019-06-14,15.28,-0.572,-0.4241
2019-06-17,15.35,,
2019-06-18,15.15,,
2019-06-19,14.33,,
2019-06-20,14.75,,
2019-06-21,15.4,-0.572,-0.3309
2019-06-24,15.26,,
2019-06-25,16.28,,
2019-06-26,16.21,,
2019-06-27,15.82,,
2019-06-28,15.08,-0.574,-0.3278
2019-07-01,14.06,,
2019-07-02,12.93,,
2019-07-03,12.57,,
2019-07-05,13.28,-0.578,-0.519
2019-07-08,13.96,,
2019-07-09,14.09,,
2019-07-10,13.03,,
2019-07-11,12.93,,
2019-07-12,12.39,-0.58,-0.4492
2019-07-15,12.68,,
2019-07-16,12.86,,
2019-07-17,13.97,,
2019-07-18,13.53,,
2019-07-19,14.45,-0.579,-0.3553
2019-07-22,13.53,,
2019-07-23,12.61,,
2019-07-24,12.07,,
2019-07-25,12.74,,
2019-07-26,12.16,-0.576,-0.4838
2019-07-29,12.83,,
2019-07-30,13.94,,
2019-07-31,16.12,,
2019-08-01,17.87,,
2019-08-02,17.61,-0.568,-0.2548
2019-08-05,24.59,,
2019-08-06,20.17,,
2019-08-07,19.49,,
2019-08-08,16.91,,
2019-08-09,17.97,-0.558,0.2633
2019-08-12,21.09,,
2019-08-13,17.52,,
2019-08-14,22.1,,
2019-08-15,21.18,,
2019-08-16,18.47,-0.546,0.2105
2019-08-19,16.88,,
2019-08-20,17.5,,
2019-08-21,15.8,,
2019-08-22,16.68,,
2019-08-23,19.87,-0.536,-0.0837
2019-08-26,19.32,,
2019-08-27,20.31,,
2019-08-28,19.35,,
2019-08-29,17.88,,
2019-08-30,18.98,-0.526,-0.0405
2019-09-03,19.66,,
2019-09-04,17.33,,
2019-09-05,16.27,,
2019-09-06,15.0,-0.519,-0.091
2019-09-09,15.27,,
2019-09-10,15.2,,
2019-09-11,14.61,,
2019-09-12,14.22,,
2019-09-13,13.74,-0.513,-0.3525
2019-09-16,14.67,,
2019-09-17,14.44,,
2019-09-18,13.95,,
2019-09-19,14.05,,
2019-09-20,15.32,-0.51,-0.1469
2019-09-23,14.91,,
2019-09-24,17.05,,
2019-09-25,15.96,,
2019-09-26,16.07,,
2019-09-27,17.22,-0.51,0.1137
2019-09-30,16.24,,
2019-10-01,18.56,,
2019-10-02,20.56,,
2019-10-03,19.12,,
2019-10-04,17.04,-0.514,0.3767
2019-10-07,17.86,,
2019-10-08,20.28,,
2019-10-09,18.64,,
2019-10-10,17.57,,
2019-10-11,15.58,-0.523,0.1434
2019-10-14,14.57,,
2019-10-15,13.54,,
2019-10-16,13.68,,
2019-10-17,13.79,,
2019-10-18,14.25,-0.535,-0.1338
2019-10-21,14.0,,
2019-10-22,14.46,,
2019-10-23,14.01,,
2019-10-24,13.71,,
2019-10-25,12.65,-0.549,-0.1257
2019-10-28,13.11,,
2019-10-29,13.2,,
2019-10-30,12.33,,
2019-10-31,13.22,,
2019-11-01,12.3,-0.561,-0.0609
2019-11-04,12.83,,
2019-11-05,13.1,,
2019-11-06,12.62,,
2019-11-07,12.73,,
2019-11-08,12.07,-0.57,-0.0976
2019-11-11,12.69,,
2019-11-12,12.68,,
2019-11-13,13.0,,
2019-11-14,13.05,,
2019-11-15,12.05,-0.575,-0.1003
2019-11-18,12.46,,
2019-11-19,12.86,,
2019-11-20,12.78,,
2019-11-21,13.13,,
2019-11-22,12.34,-0.574,-0.0448
2019-11-25,11.87,,
2019-11-26,11.54,,
2019-11-27,11.75,,
2019-11-29,12.62,-0.569,-0.1853
2019-12-02,14.91,,
2019-12-03,15.96,,
2019-12-04,14.8,,
2019-12-05,14.52,,
2019-12-06,13.62,-0.559,-0.0902
2019-12-09,15.86,,
2019-12-10,15.68,,
2019-12-11,14.99,,
2019-12-12,13.94,,
2019-12-13,12.63,-0.552,-0.2657
2019-12-16,12.14,,
2019-12-17,12.29,,
2019-12-18,12.58,,
2019-12-19,12.5,,
2019-12-20,12.51,-0.548,-0.3652
2019-12-23,12.61,,
2019-12-24,12.67,,
2019-12-26,12.65,,
2019-12-27,13.43,-0.553,-0.1779
2019-12-30,14.82,,
2019-12-31,13.78,,
2020-01-02,12.47,,
2020-01-03,14.02,-0.567,-0.2239
2020-01-06,13.85,,
2020-01-07,13.79,,
2020-01-08,13.45,,
2020-01-09,12.54,,
2020-01-10,12.56,-0.587,-0.3501
2020-01-13,12.32,,
2020-01-14,12.39,,
2020-01-15,12.42,,
2020-01-16,12.32,,
2020-01-17,12.1,-0.609,-0.5179
2020-01-21,12.85,,
2020-01-22,12.91,,
2020-01-23,12.98,,
2020-01-24,14.56,-0.622,-0.4034
2020-01-27,18.23,,
2020-01-28,16.28,,
2020-01-29,16.39,,
2020-01-30,15.49,,
2020-01-31,18.84,-0.62,-0.1127
2020-02-03,17.97,,
2020-02-04,16.05,,
2020-02-05,15.15,,
2020-02-06,14.96,,
2020-02-07,15.47,-0.594,-0.4593
2020-02-10,15.04,,
2020-02-11,15.18,,
2020-02-12,13.74,,
2020-02-13,14.15,,
2020-02-14,13.68,-0.533,-0.5655
2020-02-18,14.83,,
2020-02-19,14.38,,
2020-02-20,15.56,,
2020-02-21,17.08,-0.433,-0.4387
2020-02-24,25.03,,
2020-02-25,27.85,,
2020-02-26,27.56,,
2020-02-27,39.16,,
2020-02-28,40.11,-0.295,0.6808
2020-03-02,33.42,,
2020-03-03,36.82,,
2020-03-04,31.99,,
2020-03-05,39.62,,
2020-03-06,41.94,-0.134,1.3575
2020-03-09,54.46,,
2020-03-10,47.3,,
2020-03-11,53.9,,
2020-03-12,75.47,,
2020-03-13,57.83,0.031,3.5132
2020-03-16,82.69,,
2020-03-17,75.91,,
2020-03-18,76.45,,
2020-03-19,72.0,,
2020-03-20,66.04,0.175,5.6449
2020-03-23,61.59,,
2020-03-24,61.67,,
2020-03-25,63.95,,
2020-03-26,61.0,,
2020-03-27,65.54,0.267,5.386
2020-03-30,57.08,,
2020-03-31,53.54,,
2020-04-01,57.06,,
2020-04-02,50.91,,
2020-04-03,46.8,0.305,3.1975
2020-04-06,45.24,,
2020-04-07,46.7,,
2020-04-08,43.35,,
2020-04-09,41.67,,
2020-04-10,,0.292,2.6291
2020-04-13,41.17,,
2020-04-14,37.76,,
2020-04-15,40.84,,
2020-04-16,40.11,,
2020-04-17,38.15,0.237,1.9084
2020-04-20,43.83,,
2020-04-21,45.41,,
2020-04-22,41.98,,
2020-04-23,41.38,,
2020-04-24,35.93,0.159,2.4255
2020-04-27,33.29,,
2020-04-28,33.57,,
2020-04-29,31.23,,
2020-04-30,34.15,,
2020-05-01,37.19,0.062,1.2572
2020-05-04,35.97,,
2020-05-05,33.61,,
2020-05-06,34.12,,
2020-05-07,31.44,,
2020-05-08,27.98,-0.037,0.9573
2020-05-11,27.57,,
2020-05-12,33.04,,
2020-05-13,35.28,,
2020-05-14,32.61,,
2020-05-15,31.89,-0.127,0.9304
2020-05-18,29.3,,
2020-05-19,30.53,,
2020-05-20,27.99,,
2020-05-21,29.53,,
2020-05-22,28.16,-0.206,0.4473
2020-05-26,28.01,,
2020-05-27,27.62,,
2020-05-28,28.59,,
2020-05-29,27.51,-0.269,0.2195
2020-06-01,28.23,,
2020-06-02,26.84,,
2020-06-03,25.66,,
2020-06-04,25.81,,
2020-06-05,24.52,-0.315,-0.0756
2020-06-08,25.81,,
2020-06-09,27.57,,
2020-06-10,27.57,,
2020-06-11,40.79,,
2020-06-12,36.09,-0.345,0.2914
2020-06-15,34.4,,
2020-06-16,33.67,,
2020-06-17,33.47,,
2020-06-18,32.94,,
2020-06-19,35.12,-0.367,0.495
2020-06-22,31.77,,
2020-06-23,31.37,,
2020-06-24,33.84,,
2020-06-25,32.22,,
2020-06-26,34.73,-0.385,0.5202
2020-06-29,31.78,,
2020-06-30,30.43,,
2020-07-01,28.62,,
2020-07-02,27.68,,
2020-07-03,,-0.402,0.4312
2020-07-06,27.94,,
2020-07-07,29.43,,
2020-07-08,28.08,,
2020-07-09,29.26,,
2020-07-10,27.29,-0.42,0.1332
2020-07-13,32.19,,
2020-07-14,29.52,,
2020-07-15,27.76,,
2020-07-16,28.0,,
2020-07-17,25.68,-0.438,0.086
2020-07-20,24.46,,
2020-07-21,24.84,,
2020-07-22,24.32,,
2020-07-23,26.08,,
2020-07-24,25.84,-0.457,-0.2046
2020-07-27,24.74,,
2020-07-28,25.44,,
2020-07-29,24.1,,
2020-07-30,24.76,,
2020-07-31,24.46,-0.475,-0.0574
2020-08-03,24.28,,
2020-08-04,23.76,,
2020-08-05,22.99,,
2020-08-06,22.65,,
2020-08-07,22.21,-0.488,-0.1876
2020-08-10,22.13,,
2020-08-11,24.03,,
2020-08-12,22.28,,
2020-08-13,22.13,,
2020-08-14,22.05,-0.499,-0.2567
2020-08-17,21.35,,
2020-08-18,21.51,,
2020-08-19,22.54,,
2020-08-20,22.72,,
2020-08-21,22.54,-0.505,-0.0532
2020-08-24,22.37,,
2020-08-25,22.03,,
2020-08-26,23.27,,
2020-08-27,24.47,,
2020-08-28,22.96,-0.507,-0.2545
2020-08-31,26.41,,
2020-09-01,26.12,,
2020-09-02,26.57,,
2020-09-03,33.6,,
2020-09-04,30.75,-0.505,-0.1013
2020-09-08,31.46,,
2020-09-09,28.81,,
2020-09-10,29.71,,
2020-09-11,26.87,-0.501,0.068
2020-09-14,25.85,,
2020-09-15,25.59,,
2020-09-16,26.04,,
2020-09-17,26.46,,
2020-09-18,25.83,-0.497,-0.1161
2020-09-21,27.78,,
2020-09-22,26.86,,
2020-09-23,28.58,,
2020-09-24,28.51,,
2020-09-25,26.38,-0.492,0.2669
2020-09-28,26.19,,
2020-09-29,26.27,,
2020-09-30,26.37,,
2020-10-01,26.7,,
2020-10-02,27.63,-0.489,-0.0614
2020-10-05,27.96,,
2020-10-06,29.48,,
2020-10-07,28.06,,
2020-10-08,26.36,,
2020-10-09,25.0,-0.489,-0.2241
2020-10-12,25.07,,
2020-10-13,26.07,,
2020-10-14,26.4,,
2020-10-15,26.97,,
2020-10-16,27.41,-0.492,-0.0721
2020-10-19,29.18,,
2020-10-20,29.35,,
2020-10-21,28.65,,
2020-10-22,28.11,,
2020-10-23,27.55,-0.498,0.0221
2020-10-26,32.46,,
2020-10-27,33.35,,
2020-10-28,40.28,,
2020-10-29,37.59,,
2020-10-30,38.02,-0.507,0.4034
2020-11-02,37.13,,
2020-11-03,35.55,,
2020-11-04,29.57,,
2020-11-05,27.58,,
2020-11-06,24.86,-0.52,-0.0577
2020-11-09,25.75,,
2020-11-10,24.8,,
2020-11-11,23.45,,
2020-11-12,25.35,,
2020-11-13,23.1,-0.537,-0.4683
2020-11-16,22.45,,
2020-11-17,22.71,,
2020-11-18,23.84,,
2020-11-19,23.11,,
2020-11-20,23.7,-0.553,-0.1434
2020-11-23,22.66,,
2020-11-24,21.64,,
2020-11-25,21.25,,
2020-11-27,20.84,-0.567,-0.3825
2020-11-30,20.57,,
2020-12-01,20.77,,
2020-12-02,21.17,,
2020-12-03,21.28,,
2020-12-04,20.79,-0.58,-0.4319
2020-12-07,21.3,,
2020-12-08,20.68,,
2020-12-09,22.27,,
2020-12-10,22.52,,
2020-12-11,23.31,-0.59,-0.4053
2020-12-14,24.72,,
2020-12-15,22.89,,
2020-12-16,22.5,,
2020-12-17,21.93,,
2020-12-18,21.57,-0.597,-0.3628
2020-12-21,25.16,,
2020-12-22,24.23,,
2020-12-23,23.31,,
2020-12-24,21.53,,
2020-12-25,,-0.604,-0.4049
2020-12-28,21.7,,
2020-12-29,23.08,,
2020-12-30,22.77,,
2020-12-31,22.75,,
2021-01-01,,-0.609,-0.4607
2021-01-04,26.97,,
2021-01-05,25.34,,
2021-01-06,25.07,,
2021-01-07,22.37,,
2021-01-08,21.56,-0.613,-0.4764
2021-01-11,24.08,,
2021-01-12,23.33,,
2021-01-13,22.21,,
2021-01-14,23.25,,
2021-01-15,24.34,-0.616,-0.5185
2021-01-19,23.24,,
2021-01-20,21.58,,
2021-01-21,21.32,,
2021-01-22,21.91,-0.618,-0.5008
2021-01-25,23.19,,
2021-01-26,23.02,,
2021-01-27,37.21,,
2021-01-28,30.21,,
2021-01-29,33.09,-0.618,-0.2514
2021-02-01,30.24,,
2021-02-02,25.56,,
2021-02-03,22.91,,
2021-02-04,21.77,,
2021-02-05,20.87,-0.621,-0.5659
2021-02-08,21.24,,
2021-02-09,21.63,,
2021-02-10,21.99,,
2021-02-11,21.25,,
2021-02-12,19.97,-0.622,-0.7499
2021-02-16,21.46,,
2021-02-17,21.5,,
2021-02-18,22.49,,
2021-02-19,22.05,-0.624,-0.6441
2021-02-22,23.45,,
2021-02-23,23.11,,
2021-02-24,21.34,,
2021-02-25,28.89,,
2021-02-26,27.95,-0.627,-0.436
2021-03-01,23.35,,
2021-03-02,24.1,,
2021-03-03,26.67,,
2021-03-04,28.57,,
2021-03-05,24.66,-0.631,-0.3942
2021-03-08,25.47,,
2021-03-09,24.03,,
2021-03-10,22.56,,
2021-03-11,21.91,,
2021-03-12,20.69,-0.636,-0.4889
2021-03-15,20.03,,
2021-03-16,19.79,,
2021-03-17,19.23,,
2021-03-18,21.58,,
2021-03-19,20.95,-0.642,-0.5342
2021-03-22,18.88,,
2021-03-23,20.3,,
2021-03-24,21.2,,
2021-03-25,19.81,,
2021-03-26,18.86,-0.648,-0.6081
2021-03-29,20.74,,
2021-03-30,19.61,,
2021-03-31,19.4,,
2021-04-01,17.33,,
2021-04-02,,-0.655,-0.7046
2021-04-05,17.91,,
2021-04-06,18.12,,
2021-04-07,17.16,,
2021-04-08,16.95,,
2021-04-09,16.69,-0.663,-0.7991
2021-04-12,16.91,,
2021-04-13,16.65,,
2021-04-14,16.99,,
2021-04-15,16.57,,
2021-04-16,16.25,-0.67,-0.7523
2021-04-19,17.29,,
2021-04-20,18.68,,
2021-04-21,17.5,,
2021-04-22,18.71,,
2021-04-23,17.33,-0.676,-0.7031
2021-04-26,17.64,,
2021-04-27,17.56,,
2021-04-28,17.28,,
2021-04-29,17.61,,
2021-04-30,18.61,-0.682,-0.7938
2021-05-03,18.31,,
2021-05-04,19.48,,
2021-05-05,19.15,,
2021-05-06,18.39,,
2021-05-07,16.69,-0.687,-0.7917
2021-05-10,19.66,,
2021-05-11,21.84,,
2021-05-12,27.59,,
2021-05-13,23.13,,
2021-05-14,18.81,-0.689,-0.7374
2021-05-17,19.72,,
2021-05-18,21.34,,
2021-05-19,22.18,,
2021-05-20,20.67,,
2021-05-21,20.15,-0.692,-0.7001
2021-05-24,18.4,,
2021-05-25,18.84,,
2021-05-26,17.36,,
2021-05-27,16.74,,
2021-05-28,16.76,-0.694,-0.7961
2021-06-01,17.9,,
2021-06-02,17.48,,
2021-06-03,18.04,,
2021-06-04,16.42,-0.695,-0.8358
2021-06-07,16.42,,
2021-06-08,17.07,,
2021-06-09,17.89,,
2021-06-10,16.1,,
2021-06-11,15.65,-0.694,-0.7777
2021-06-14,16.39,,
2021-06-15,17.02,,
2021-06-16,18.15,,
2021-06-17,17.75,,
2021-06-18,20.7,-0.691,-0.7598
2021-06-21,17.89,,
2021-06-22,16.66,,
2021-06-23,16.32,,
2021-06-24,15.97,,
2021-06-25,15.62,-0.687,-0.7912
2021-06-28,15.76,,
2021-06-29,16.02,,
2021-06-30,15.83,,
2021-07-01,15.48,,
2021-07-02,15.07,-0.681,-0.8302
2021-07-06,16.44,,
2021-07-07,16.2,,
2021-07-08,19.0,,
2021-07-09,16.18,-0.674,-0.6945
2021-07-12,16.17,,
2021-07-13,17.12,,
2021-07-14,16.33,,
2021-07-15,17.01,,
2021-07-16,18.45,-0.668,-0.7907
2021-07-19,22.5,,
2021-07-20,19.73,,
2021-07-21,17.91,,
2021-07-22,17.69,,
2021-07-23,17.2,-0.661,-0.5533
2021-07-26,17.58,,
2021-07-27,19.36,,
2021-07-28,18.31,,
2021-07-29,17.7,,
2021-07-30,18.24,-0.656,-0.7531
2021-08-02,19.46,,
2021-08-03,18.04,,
2021-08-04,17.97,,
2021-08-05,17.28,,
2021-08-06,16.15,-0.651,-0.6637
2021-08-09,16.72,,
2021-08-10,16.79,,
2021-08-11,16.06,,
2021-08-12,15.59,,
2021-08-13,15.45,-0.648,-0.8559
2021-08-16,16.12,,
2021-08-17,17.91,,
2021-08-18,21.57,,
2021-08-19,21.67,,
2021-08-20,18.56,-0.646,-0.6044
2021-08-23,17.15,,
2021-08-24,17.22,,
2021-08-25,16.79,,
2021-08-26,18.84,,
2021-08-27,16.39,-0.647,-0.7574
2021-08-30,16.19,,
2021-08-31,16.48,,
2021-09-01,16.11,,
2021-09-02,16.41,,
2021-09-03,16.41,-0.648,-0.7486
2021-09-07,18.14,,
2021-09-08,17.96,,
2021-09-09,18.8,,
2021-09-10,20.95,-0.65,-0.7025
2021-09-13,19.37,,
2021-09-14,19.46,,
2021-09-15,18.18,,
2021-09-16,18.69,,
2021-09-17,20.81,-0.652,-0.6657
2021-09-20,25.71,,
2021-09-21,24.36,,
2021-09-22,20.87,,
2021-09-23,18.63,,
2021-09-24,17.75,-0.654,-0.5348
2021-09-27,18.76,,
2021-09-28,23.25,,
2021-09-29,22.56,,
2021-09-30,23.14,,
2021-10-01,21.15,-0.654,-0.6267
2021-10-04,22.96,,
2021-10-05,21.3,,
2021-10-06,21.0,,
2021-10-07,19.54,,
2021-10-08,18.77,-0.652,-0.6293
2021-10-11,20.0,,
2021-10-12,19.85,,
2021-10-13,18.64,,
2021-10-14,16.86,,
2021-10-15,16.3,-0.646,-0.721
2021-10-18,16.31,,
2021-10-19,15.7,,
2021-10-20,15.49,,
2021-10-21,15.01,,
2021-10-22,15.43,-0.636,-0.8977
2021-10-25,15.24,,
2021-10-26,15.98,,
2021-10-27,16.98,,
2021-10-28,16.53,,
2021-10-29,16.26,-0.622,-0.7992
2021-11-01,16.41,,
2021-11-02,16.03,,
2021-11-03,15.1,,
2021-11-04,15.44,,
2021-11-05,16.48,-0.604,-0.6706
2021-11-08,17.22,,
2021-11-09,17.78,,
2021-11-10,18.73,,
2021-11-11,17.66,,
2021-11-12,16.29,-0.585,-0.7771
2021-11-15,16.49,,
2021-11-16,16.37,,
2021-11-17,17.11,,
2021-11-18,17.59,,
2021-11-19,17.91,-0.567,-0.6835
2021-11-22,19.17,,
2021-11-23,19.38,,
2021-11-24,18.58,,
